MORPHID	MORPHTYPE	FORM	POSITION	PROVENANCE	AFFIXLEMMA
S31	SUFFIX	dam	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10137;L2051;L3117;L3197;L3934;L3954;L4191;L4254;L7572
S32	SUFFIX	dam	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2711;L2823;L2874;L3331;L3398;L3472;L3558;L3577;L4039;L4376;L4672;L5173;L5188;L5194;L5254;L5453;L5862;L6483;L7171;L7904;L8137;L9408;L9921;L9996
S33	SUFFIX	e	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1;L10;L10018;L10024;L10030;L10032;L10036;L10037;L10039;L10041;L10042;L10046;L10050;L1006;L10062;L10067;L10068;L10074;L10083;L1010;L1013;L10142;L10180;L10189;L10190;L10203;L10222;L10223;L10227;L1023;L1026;L1027;L1033;L1035;L1040;L1041;L1061;L1068;L1069;L1074;L1089;L1092;L1102;L1107;L1141;L1146;L1152;L1157;L1164;L1179;L1187;L1189;L1191;L1192;L1220;L1222;L1229;L1256;L1261;L1283;L1287;L1295;L1306;L1308;L1316;L1354;L1359;L1370;L1373;L1378;L1382;L1384;L1387;L1392;L1395;L1399;L1409;L1410;L1411;L1413;L1415;L1433;L1468;L1469;L1470;L1472;L1473;L1494;L1497;L1513;L1515;L1520;L1521;L1528;L1535;L1538;L1542;L1543;L1544;L1545;L1546;L1554;L1556;L1569;L1604;L1629;L1643;L1646;L1651;L1665;L1687;L1688;L1689;L1690;L1697;L1698;L1700;L1701;L1707;L1726;L1737;L1744;L1752;L1757;L1758;L1769;L1770;L1772;L1789;L18;L1800;L1808;L182;L1832;L1850;L1851;L1852;L1906;L191;L1912;L1913;L1921;L1926;L194;L1941;L1946;L1947;L1960;L1982;L1988;L1994;L2017;L2060;L2079;L2081;L2083;L2084;L2086;L2088;L2089;L209;L2096;L2100;L2101;L2107;L2108;L2109;L211;L2115;L2116;L2119;L2121;L2122;L2128;L2129;L213;L2131;L2137;L215;L2170;L2181;L2183;L2191;L2195;L22;L2205;L2209;L2270;L2294;L2334;L2344;L2353;L238;L24;L241;L2427;L2498;L2564;L2570;L2571;L2572;L2586;L2587;L2590;L2593;L2595;L2596;L2602;L2607;L2608;L2613;L2616;L2618;L2640;L2651;L2653;L2654;L2659;L2676;L2677;L2678;L2679;L274;L281;L2828;L2880;L2886;L29;L2901;L2910;L2913;L292;L2920;L2931;L2936;L2937;L2938;L2942;L2943;L2947;L2948;L2949;L2955;L2960;L2963;L2970;L298;L2997;L3;L3002;L3016;L3017;L3025;L303;L3032;L3074;L308;L3080;L3082;L3085;L312;L313;L3161;L3162;L3164;L3169;L317;L3174;L3185;L3190;L3193;L3196;L3206;L322;L323;L329;L3299;L3300;L3303;L3307;L3308;L332;L3340;L335;L336;L3361;L3372;L3373;L3374;L3380;L3381;L339;L3397;L34;L3408;L342;L3420;L3436;L344;L3443;L3460;L3468;L348;L351;L3553;L3586;L3593;L3600;L3602;L3606;L3615;L3632;L3633;L364;L3648;L365;L3654;L3660;L3679;L3684;L370;L3702;L3704;L3716;L3720;L3761;L3767;L3768;L377;L3770;L3773;L378;L3781;L3785;L3787;L38;L382;L3821;L383;L3839;L3844;L3854;L3867;L3868;L3870;L3871;L3873;L3874;L3875;L3876;L3879;L3881;L3882;L3886;L3891;L3892;L3893;L3895;L3896;L3897;L3898;L3901;L3902;L3903;L3904;L3905;L3909;L3910;L3912;L3913;L3920;L3921;L3922;L3923;L3924;L3925;L3928;L3929;L393;L3942;L3943;L3950;L3953;L3965;L3967;L3977;L3980;L3985;L3993;L4;L40;L4020;L4026;L4030;L4032;L4042;L4043;L4044;L408;L41;L4130;L4134;L4140;L4151;L4157;L4185;L4201;L4213;L4216;L4240;L4242;L4243;L4277;L4278;L4281;L4282;L4287;L4294;L4295;L4296;L4297;L4298;L4299;L4300;L4301;L4302;L4303;L4307;L4308;L4309;L4310;L4315;L433;L4331;L4335;L4336;L4343;L4368;L437;L4375;L4391;L4398;L44;L4408;L4409;L4439;L4447;L447;L4479;L4484;L4493;L45;L4526;L4529;L4531;L4538;L4547;L4560;L457;L4578;L458;L4585;L460;L4638;L4656;L4691;L4694;L4710;L4711;L474;L4740;L4753;L4759;L4769;L4772;L4779;L4785;L4791;L4823;L485;L4851;L4859;L4865;L4872;L4873;L4874;L4880;L4881;L4889;L489;L4891;L4893;L490;L4901;L491;L4922;L4929;L4934;L4950;L496;L4973;L4989;L499;L5;L5003;L5006;L5007;L5082;L5130;L5135;L5145;L5146;L5151;L5159;L5182;L5193;L5203;L521;L5213;L5220;L5238;L5256;L5260;L5282;L5332;L5346;L5362;L5386;L5425;L5428;L5433;L5446;L5462;L5482;L5489;L55;L5526;L5538;L5578;L5593;L56;L5618;L5648;L5649;L569;L57;L5701;L571;L5730;L5733;L5734;L5738;L5745;L5747;L5760;L5769;L5774;L5799;L5808;L5812;L5817;L5851;L5858;L5861;L5886;L590;L5902;L5915;L5916;L5920;L5921;L5924;L5927;L5929;L5953;L5959;L5962;L5985;L5990;L60;L6004;L6018;L6020;L6037;L604;L6046;L6056;L6064;L6066;L609;L6145;L6150;L6180;L6196;L6198;L6200;L6212;L6217;L6218;L6221;L6223;L6228;L6235;L6247;L6248;L6249;L627;L628;L6336;L6345;L6347;L6384;L6387;L6393;L6445;L6450;L6477;L6478;L6479;L6480;L6494;L6499;L651;L652;L6552;L6564;L6578;L658;L6607;L6609;L6628;L6632;L6640;L6642;L6653;L6672;L6675;L6676;L6677;L6692;L6725;L6730;L6732;L6742;L6749;L6755;L6761;L6763;L6785;L6799;L6814;L683;L6838;L6844;L6850;L6853;L6854;L6871;L6883;L6885;L6889;L6914;L6923;L6924;L6931;L6934;L697;L6983;L6997;L70;L7005;L7006;L7007;L7044;L7054;L7064;L7065;L712;L713;L7138;L715;L7178;L7184;L72;L7200;L7207;L7217;L7233;L7234;L7235;L7254;L7265;L7268;L7273;L7296;L7302;L7309;L7318;L7325;L7328;L7329;L733;L7330;L7340;L7343;L7345;L7349;L7354;L7356;L7388;L7392;L7408;L7435;L7442;L7473;L7516;L752;L7536;L7538;L7587;L7630;L7631;L7634;L7635;L7636;L7639;L7640;L765;L7651;L7659;L7663;L7664;L7667;L7674;L7675;L768;L7685;L7707;L7755;L7758;L7759;L7760;L7782;L7786;L7794;L7815;L7817;L7827;L7828;L7841;L7852;L7853;L7854;L7856;L7872;L7897;L7916;L7925;L7941;L7949;L7950;L7984;L7988;L7994;L8006;L8019;L8025;L8031;L8050;L8051;L8054;L806;L8069;L8075;L8082;L8087;L8097;L8103;L813;L8149;L8151;L816;L8176;L8260;L8275;L8277;L8283;L8293;L8321;L8382;L8387;L8392;L8394;L8402;L8412;L8421;L8456;L8457;L8460;L8461;L8462;L8463;L8464;L8468;L8469;L8477;L8478;L8479;L8487;L8496;L8503;L8506;L851;L8510;L8515;L852;L8522;L853;L8534;L8537;L8538;L854;L8552;L8568;L8586;L8590;L8591;L8592;L8593;L8594;L8596;L860;L861;L8610;L8611;L8614;L8616;L8630;L8632;L8633;L8637;L8643;L8647;L865;L8653;L8656;L8658;L8667;L8672;L8674;L8675;L8691;L8694;L8697;L8704;L8706;L8708;L8709;L8713;L8714;L8717;L8719;L8721;L8753;L878;L8795;L8799;L8800;L8801;L8802;L8806;L883;L8852;L8860;L8886;L8912;L8923;L8931;L8941;L8947;L8949;L895;L8951;L8956;L8957;L8958;L8959;L8972;L898;L8985;L8986;L8992;L9000;L9007;L901;L9014;L9016;L9017;L9023;L9027;L9032;L9033;L9044;L9064;L9068;L9074;L9080;L9094;L9120;L913;L9137;L9141;L9147;L9149;L915;L9175;L9178;L9210;L9243;L9258;L926;L9262;L9265;L9277;L9278;L928;L9280;L9291;L9304;L9307;L9315;L9320;L9329;L934;L9351;L9356;L9357;L9361;L9368;L9374;L9377;L938;L9390;L9399;L9400;L9428;L943;L9434;L9438;L9442;L9460;L9462;L9463;L9469;L9482;L9484;L950;L953;L9533;L9534;L9540;L9544;L955;L9551;L9552;L9560;L9563;L9565;L9574;L9575;L9577;L9584;L9587;L9588;L9597;L9603;L9604;L9609;L9610;L9614;L9615;L9617;L9619;L9620;L9624;L9627;L9628;L9635;L964;L9647;L9656;L9684;L9686;L9687;L9691;L9697;L9709;L9717;L9721;L9722;L9728;L9729;L9735;L9743;L9748;L9753;L9754;L9755;L9758;L9767;L9771;L9774;L9779;L9783;L9797;L9803;L9805;L9808;L9810;L9814;L9815;L9837;L9843;L9862;L9867;L9869;L9873;L9875;L9876;L9892;L9893;L9907;L9911;L9912;L9927;L9930;L9938;L9954;L9955;L9993
S34	SUFFIX	eiv	AFTER_ROOT	MULTI_ROOT_SEG	L6637
S35	SUFFIX	ej	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2436;L2437;L7303;L9195;L9196
S36	SUFFIX	ekl	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3012;L3356;L4064;L5807;L6446;L6447;L7580;L8512;L8993
S37	SUFFIX	ekl	MIDDLE	SINGLE_ROOT_SEG	L2735;L9391;L9392
S38	SUFFIX	el	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1;L1354;L1671;L1837;L2;L3;L34;L38;L382;L3985;L4;L40;L41;L44;L45;L5;L627;L6642;L7367;L9028;L9029;L9686
S39	SUFFIX	el	MIDDLE	SINGLE_ROOT_SEG	L1469;L4038;L7761;L7762;L9279
S40	SUFFIX	en	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10018;L10041;L10042;L10043;L10125;L1571;L1744;L2181;L2182;L2183;L2184;L2300;L2301;L2302;L2303;L2353;L2537;L2571;L2572;L2587;L2590;L2596;L2602;L2608;L2613;L2616;L2618;L2654;L2659;L266;L2664;L2665;L2828;L2997;L3362;L3698;L3706;L3720;L3722;L4020;L4143;L4144;L4889;L4900;L4931;L4950;L4994;L5015;L5031;L6145;L6229;L6232;L6620;L6621;L6622;L6623;L6632;L6672;L6675;L6676;L707;L7329;L7330;L7340;L7354;L7356;L7471;L7474;L7475;L7476;L7485;L7488;L7498;L7499;L7500;L7502;L7503;L7504;L7508;L7509;L7510;L7511;L7512;L7517;L7518;L7519;L7520;L7521;L7579;L8441;L8468;L8469;L8585;L8586;L8587;L8588;L8589;L8590;L8591;L8592;L8593;L8594;L8595;L8596;L9014;L913;L9462;L9463;L953;L9687;L9689;L9896;L9898;L9899;L9958;L9959
S41	SUFFIX	en	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1516;L2312;L3298;L3299;L3300;L3303;L4044;L4711;L5649;L6183;L715;L7633;L7634;L8478;L8479;L8543;L9869
S42	SUFFIX	enc	AFTER_ROOT	MULTI_ROOT_SEG	L2389
S43	SUFFIX	eniec	AFTER_ROOT	SINGLE_ROOT_SEG	L2209
S44	SUFFIX	eniec	MIDDLE	SINGLE_ROOT_SEG	L4335;L7635;L7636
S45	SUFFIX	eniek	AFTER_ROOT	SINGLE_ROOT_SEG	L2210;L7652
S46	SUFFIX	eniek	MIDDLE	SINGLE_ROOT_SEG	L4334;L4338;L7637;L7638
S47	SUFFIX	ent	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L6755;L6756;L6761;L6762;L7435;L7436;L7437;L7438;L7441;L7442;L7443;L8019;L8020
S48	SUFFIX	enīc	AFTER_ROOT	SINGLE_ROOT_SEG	L67
S49	SUFFIX	er	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1166;L1167;L1207;L1517;L2087;L4084;L4093;L545;L546;L8425;L8504;L9269;L9270;L9271;L9272;L9273;L9274;L9275;L9276;L9278;L9279;L9284;L9285;L9286;L9299;L9300;L9301;L9305;L9308;L9309;L9310;L9311;L9312;L9313;L9314;L9315;L9316;L9317;L9318;L9319;L9320;L9321;L9322;L9323;L9324;L9325;L9326;L9327;L9328;L9329;L9330;L9331;L9332;L9333;L9334;L9335;L9336;L9337;L9338;L9339;L9341;L9342
S50	SUFFIX	es	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L5724;L5731;L5736;L5743;L5744;L5745
S51	SUFFIX	es	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1281;L1412;L1438;L148;L1551;L2018;L2257;L2276;L2312;L2357;L2389;L2391;L2425;L250;L2515;L2523;L2525;L266;L2722;L2743;L2836;L3379;L4430;L4693;L4695;L4696;L4698;L4699;L5880;L5883;L6438;L7514;L7632;L7653;L7658;L7683;L8458;L8567;L8585;L8595;L9681;L9868
S52	SUFFIX	est	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3421;L8565
S53	SUFFIX	est	MIDDLE	SINGLE_ROOT_SEG	L4045
S54	SUFFIX	et	AFTER_ROOT	SINGLE_ROOT_SEG	L4322
S55	SUFFIX	ez	AFTER_ROOT	MULTI_ROOT_SEG	L280
S56	SUFFIX	eļ	AFTER_ROOT	SINGLE_ROOT_SEG	L3992;L3993
S57	SUFFIX	eņ	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1745;L4496;L6028
S58	SUFFIX	eņ	MIDDLE	SINGLE_ROOT_SEG	L9393
S59	SUFFIX	ešķ	AFTER_ROOT	SINGLE_ROOT_SEG	L5740;L5741;L5742
S60	SUFFIX	g	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2717;L2718;L2719;L2720;L5738
S61	SUFFIX	gan	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1622;L1623;L3707;L3709;L3725;L3737;L7496;L7522
S62	SUFFIX	gan	MIDDLE	SINGLE_ROOT_SEG	L1526
S63	SUFFIX	i	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2461;L3828;L3918;L413;L5590;L5801;L5976;L618;L8036;L8063;L8091;L8644;L8671;L8697;L8698;L8699;L8962;L8969
S64	SUFFIX	i	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10007;L10016;L10021;L10054;L10057;L10184;L10186;L10205;L1042;L1063;L1065;L1124;L1136;L1148;L1226;L1232;L1248;L1250;L1336;L1379;L1390;L1423;L1442;L1466;L1492;L1580;L1591;L1597;L1599;L1603;L1622;L1625;L1645;L1654;L1662;L1664;L1713;L1723;L1732;L178;L1810;L1811;L1821;L1824;L1840;L1842;L1849;L187;L19;L1903;L1907;L1911;L1931;L1937;L1951;L1972;L1991;L1993;L2097;L2104;L2123;L2163;L2242;L2259;L2273;L228;L2283;L2291;L2301;L2306;L2329;L2338;L2341;L2347;L2360;L2369;L2372;L2378;L2394;L2408;L2413;L2432;L2436;L2445;L2469;L2479;L2487;L2499;L2510;L252;L2534;L2540;L2549;L2574;L260;L262;L2626;L2641;L2668;L267;L270;L2701;L2717;L2724;L2732;L2736;L2737;L2744;L2750;L2775;L2778;L2781;L2785;L2803;L2820;L2821;L2842;L2846;L285;L2869;L2872;L2881;L2892;L2907;L2915;L2917;L2922;L3033;L3097;L3305;L3320;L3327;L3328;L3336;L3352;L3369;L3417;L3426;L3447;L3481;L3487;L3573;L358;L3625;L3639;L3685;L3688;L3707;L3711;L372;L3744;L3746;L3749;L3804;L3833;L3838;L386;L3914;L3931;L3937;L3958;L3969;L3974;L3976;L4009;L4013;L4028;L4033;L404;L4049;L4053;L4117;L4182;L4224;L4256;L4293;L430;L4337;L4372;L4386;L439;L4396;L4419;L4420;L4426;L4452;L4467;L4481;L4517;L4557;L4564;L4575;L4598;L4611;L4614;L4617;L462;L4620;L4633;L4637;L4644;L4645;L4746;L475;L476;L4761;L4781;L4799;L4802;L4816;L487;L4967;L4976;L5055;L512;L5152;L5161;L5166;L5171;L518;L5245;L526;L5286;L5291;L536;L5416;L543;L5543;L5576;L5585;L560;L5605;L5622;L5634;L5642;L5655;L5674;L5690;L5740;L576;L5776;L5780;L5802;L5815;L5874;L5894;L5896;L5900;L5904;L5911;L5930;L5934;L5954;L599;L5998;L6029;L6043;L6052;L6073;L6079;L6098;L6103;L6106;L6110;L6122;L6136;L6142;L6153;L6154;L6186;L6202;L6231;L624;L6261;L6288;L6353;L6396;L6418;L6420;L6426;L6459;L6461;L6468;L65;L6500;L6515;L654;L6554;L6557;L6561;L6620;L6633;L6683;L6694;L6699;L6764;L6786;L6810;L6819;L6822;L6828;L6841;L6851;L6857;L6861;L6875;L6877;L688;L6899;L6911;L6927;L6984;L6992;L7012;L7016;L7032;L7040;L7047;L7051;L7176;L7182;L7276;L7277;L7279;L7281;L7284;L7285;L7289;L7290;L7293;L7297;L7320;L7337;L7346;L7377;L7410;L7419;L7474;L7475;L7489;L7499;L7511;L7526;L7529;L7539;L7547;L755;L7550;L7694;L7706;L7708;L7718;L7731;L7761;L7772;L7785;L7791;L7797;L7804;L7876;L7884;L7888;L7917;L7942;L7960;L7971;L8033;L8043;L8079;L8104;L8153;L828;L8329;L8354;L8380;L8391;L8393;L8426;L8429;L8451;L8471;L8555;L8569;L8579;L8587;L8612;L8636;L8692;L8698;L8715;L8740;L880;L8810;L8822;L8853;L8867;L8869;L8891;L8899;L8929;L8932;L8944;L8954;L8975;L8982;L8998;L9004;L9028;L9049;L9166;L9174;L920;L9218;L9220;L9223;L924;L9269;L9292;L9299;L933;L937;L9376;L9430;L9450;L9465;L9509;L9512;L9523;L9530;L9541;L9555;L9569;L958;L962;L9631;L967;L9738;L9777;L9822;L9823;L9846;L9896;L9897;L990;L9902;L9919;L9936;L9958;L9989;L9998
S65	SUFFIX	ic	AFTER_ROOT	MULTI_ROOT_SEG	L4823;L9229;L9230;L9231
S66	SUFFIX	iem	WORD_FINAL	SINGLE_ROOT_SEG	L3508
S67	SUFFIX	ien	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1010;L10127;L10130;L10131;L10132;L1129;L2186;L251;L2829;L3142;L3143;L3213;L3220;L3224;L3227;L3232;L3234;L3238;L3243;L3246;L3248;L3253;L3258;L3260;L3262;L3264;L3267;L3345;L3438;L3455;L3545;L3661;L4325;L4739;L4919;L506;L5681;L6730;L7546;L7627;L7647;L7650;L9034;L9045;L9065;L9069;L9072;L9073;L9119;L938;L970
S68	SUFFIX	ien	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3424;L3999;L4180;L4791
S69	SUFFIX	ier	AFTER_ROOT	MULTI_ROOT_SEG	L3657;L8642
S70	SUFFIX	ies	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1000;L10137;L2711;L2712;L2783;L2823;L2874;L3331;L3398;L4285;L4376;L4672;L5173;L5188;L5192;L5194;L5254;L5255;L5852;L5853;L6483;L7010;L7034;L7035;L7648;L9408;L9921
S71	SUFFIX	iet	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10203;L1413;L1414;L1538;L1646;L1651;L1652;L1665;L1666;L1739;L1740;L1755;L1820;L2089;L2090;L2118;L2119;L3016;L3601;L3603;L3606;L3765;L3879;L3880;L4139;L4140;L4772;L4773;L4779;L4780;L5765;L6196;L6197;L6212;L6213;L6235;L6242;L6450;L649;L7664;L7665;L8421;L8422;L8486;L9374;L9542;L9552;L9553;L9565;L9566;L9575;L9576;L9584;L9585;L9620;L9621
S72	SUFFIX	iet	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10042;L10043;L1822;L2328;L3552;L3553;L4031;L4032;L5924;L5925;L6180;L6200;L7678;L9315;L9316;L9513
S73	SUFFIX	ietis	WORD_FINAL	MULTI_ROOT_SEG	L9598
S74	SUFFIX	ieš	AFTER_ROOT	SINGLE_ROOT_SEG	L1810
S75	SUFFIX	ieš	MIDDLE	SINGLE_ROOT_SEG	L1821
S76	SUFFIX	ij	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10049;L10202;L1077;L1116;L1132;L1135;L1143;L1147;L1182;L1185;L1186;L1210;L1249;L1268;L1430;L1431;L1432;L1539;L1595;L1642;L1647;L1657;L1658;L1659;L1756;L2438;L2994;L3009;L3011;L3354;L3582;L3588;L3807;L3816;L3817;L3818;L3845;L3856;L4116;L4121;L4141;L4142;L417;L418;L419;L421;L424;L432;L438;L4444;L4563;L482;L5113;L5268;L5537;L5583;L5591;L5602;L5611;L5917;L5935;L5937;L5949;L5950;L5960;L5969;L5971;L5972;L5977;L5978;L6184;L6187;L6188;L619;L6192;L6199;L6203;L6205;L6208;L6214;L6226;L6234;L6243;L650;L6542;L6549;L6553;L6556;L6560;L660;L661;L6782;L6803;L6887;L7241;L7250;L7255;L7257;L7261;L7295;L7301;L7368;L7373;L7376;L7380;L7383;L7385;L7387;L7391;L7395;L7402;L7404;L7405;L7406;L7407;L7414;L7417;L7423;L7427;L7429;L7943;L7944;L7958;L7967;L7974;L7978;L7983;L7998;L8008;L8021;L8024;L8032;L8042;L8061;L8071;L8077;L8080;L826;L8375;L8377;L8619;L8628;L8655;L8695;L8696;L8700;L8829;L8831;L8834;L8835;L8836;L8837;L8839;L8840;L8904;L8905;L8906;L8907;L8908;L8921;L8936;L8960;L8963;L8964;L8965;L8966;L8967;L8968;L8971;L8974;L8980;L9172;L9197;L9198;L9201;L9203;L9205;L9215;L9216;L9217;L9227;L9362;L9502;L9503;L9622;L993
S77	SUFFIX	ij	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1093;L1099;L1123;L1194;L1223;L1239;L1252;L2956;L3830;L5133;L5938;L5947;L5964;L5970;L6690;L6693;L6709;L6752;L6769;L7208;L7220;L7248;L7305;L7308;L7409;L7934;L8000;L8014;L8018;L8040;L8521;L8598;L8621;L8625;L8707;L8723;L8813;L8846;L8850;L8861;L8898;L8918;L8920;L8926;L9207;L9232;L9826
S78	SUFFIX	ik	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1084;L1231;L3655;L3683;L3800;L3814;L3855;L427;L429;L6777;L7199;L7256;L7975;L7993;L8002;L8017;L8022;L8039;L8074;L8083;L8084;L8608;L8689;L8711;L8737;L8744;L8864;L8878;L9232;L9363;L9365
S79	SUFFIX	ik	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1648;L6696;L7204;L7996;L8005;L8015;L9558
S80	SUFFIX	in	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2879;L3288;L3481;L507;L5477;L5872;L8023;L828;L829;L9524;L980
S81	SUFFIX	in	MIDDLE	SINGLE_ROOT_SEG	L1530;L1532;L7701;L7706;L7718;L7788
S82	SUFFIX	in	WORD_FINAL	SINGLE_ROOT_SEG	L4607
S83	SUFFIX	iniec	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L281;L3632;L3633;L3634;L3635;L3636;L491;L5238;L9691
S84	SUFFIX	iniec	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3436;L8097
S85	SUFFIX	iniek	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2021;L2289;L2403;L2404;L2416;L282;L3637;L3638;L4069;L4453;L4516;L481;L492;L5239;L5303;L5319;L5325;L6172;L8029;L9692
S86	SUFFIX	iniek	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3437;L8098
S87	SUFFIX	inā	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10008;L10015;L1440;L1441;L1500;L1501;L1502;L1575;L1583;L1584;L1586;L1616;L1617;L1618;L1619;L1714;L1715;L1716;L1717;L1718;L1720;L1721;L1929;L1930;L1984;L1985;L1986;L231;L253;L254;L255;L256;L257;L258;L2669;L2670;L2671;L2692;L2693;L2699;L2700;L2874;L2875;L2876;L2877;L2878;L2895;L2896;L2897;L2898;L3289;L3292;L3293;L3296;L3364;L3478;L3479;L3480;L3492;L3493;L3549;L3694;L3743;L4326;L4327;L4328;L4551;L4552;L4553;L4554;L4555;L4556;L4557;L4565;L4586;L4587;L4588;L4589;L470;L4982;L4983;L4984;L4985;L5027;L5236;L5237;L5283;L5284;L5343;L5347;L5348;L5349;L5350;L5373;L5374;L5375;L5426;L5434;L5435;L5438;L5439;L5440;L5441;L5442;L5448;L5449;L5450;L5451;L5452;L5468;L5470;L5495;L5499;L5507;L5508;L5510;L5523;L5525;L5558;L5559;L5560;L5561;L5687;L5859;L5860;L5862;L5863;L5864;L5865;L5866;L5868;L5869;L5870;L5871;L5877;L5878;L5879;L5881;L5882;L5884;L5885;L5887;L5888;L5889;L5890;L5891;L5892;L5897;L5898;L5899;L6451;L6452;L6453;L6947;L6948;L6949;L6950;L6951;L6952;L6953;L6954;L6955;L6961;L6962;L6963;L6964;L6966;L6976;L6978;L7507;L8159;L823;L824;L825;L827;L8327;L8328;L8357;L8358;L838;L839;L840;L8427;L8428;L8443;L8444;L8445;L8447;L8448;L8449;L845;L8450;L8451;L8452;L8453;L846;L849;L850;L8535;L857;L863;L864;L8660;L867;L869;L870;L871;L8750;L897;L8996;L8997;L9003;L9004;L9005;L9006;L9035;L9036;L9037;L9038;L9039;L9051;L9052;L9053;L9054;L9055;L9056;L9066;L9067;L939;L9464;L9474;L9525;L9526;L9527;L9580;L9581;L9582;L975;L976;L977;L978;L979;L9903;L9967;L9968;L9969;L9970;L9971;L9972;L9973;L9976
S88	SUFFIX	inā	MIDDLE	SINGLE_ROOT_SEG	L1531;L1590;L2035;L2042;L2047;L2049;L2053;L2710;L2790;L2791;L3577;L3578;L4000;L7553;L7554;L7555;L7558;L7561;L7698;L7699;L7700;L7702;L7703;L7704;L7705;L7715;L7716;L7717;L7719;L7747;L7748;L7749;L7787;L7829;L7830;L7831;L7842;L8408;L8574;L8580
S89	SUFFIX	ion	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L5538;L5539;L5601;L7292;L7293;L7294;L7296;L7297;L7298;L7299;L7300;L7415;L7418;L8844;L8846;L8847;L8848;L8849;L8850;L8851;L8852;L8853;L8854;L8855;L8856;L8857;L8860;L8861;L8862;L8867;L8868;L8869;L8870;L8871;L8879;L8889;L8894;L8895;L8896;L8897;L8898;L8899;L8900;L8901;L8902;L8903
S90	SUFFIX	ioz	AFTER_ROOT	SINGLE_ROOT_SEG	L1808
