MORPHID	MORPHTYPE	FORM	POSITION	PROVENANCE	AFFIXLEMMA
S164	SUFFIX	oties	WORD_FINAL	MULTI_ROOT_SEG	L4260
S165	SUFFIX	otn	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L4479;L9469;L9533;L9534;L9837
S166	SUFFIX	oz	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L7949;L7950;L7984;L8075;L8802;L9849;L9850
S167	SUFFIX	oīd	AFTER_ROOT	MULTI_ROOT_SEG	L422;L8004
S168	SUFFIX	oņ	AFTER_ROOT	SINGLE_ROOT_SEG	L10225;L3056;L5703;L7533
S169	SUFFIX	oņ	MIDDLE	SINGLE_ROOT_SEG	L3044
S170	SUFFIX	oš	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10124;L10129;L1031;L1038;L2980;L3014;L3225;L3252;L3304;L3305;L3306;L4013;L4188;L4256;L4257;L5642;L5643;L5802;L5803;L732;L7524;L8148;L8153;L8187;L8266;L9884;L9885;L9888;L9890;L9936
S171	SUFFIX	oš	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1204;L1532;L2785;L2786;L2879;L2917;L2918;L3457;L3481;L3625;L4195;L507;L5255;L5321;L5872;L630;L6402;L6926;L6927;L6935;L7693;L7694;L7701;L7706;L7788;L7805;L7837;L828;L829;L8600;L923;L980
S172	SUFFIX	r	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1466;L1467;L1468;L1469;L1470;L1472;L1473;L2501;L3118;L3119;L3120;L460;L512;L5811
S173	SUFFIX	s	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2732;L2740;L2741;L2742;L3547;L6514
